,t,y,x1,x2
53,53,3.80272823,-0.487687825,-0.849190891
54,54,5.352425609,-0.034168355,1.213958
55,55,4.432238784,1.513824213,0.467468501
56,56,3.462088471,0.220115771,-1.606544777
57,57,2.831727519,-0.165780844,-0.177430849
58,58,-0.342743999,-1.297506739,-1.463568478
59,59,0.875616299,-1.307248041,-0.116137941
60,60,-0.464559477,-0.738434676,-1.744623954
61,61,-0.351739432,-2.441163764,-0.564451415
62,62,2.851077377,-1.600391527,0.352048299
63,63,2.096877597,-0.511907669,-0.525393776
64,64,3.759958554,-0.393241269,0.368405846
65,65,3.641980056,0.022831485,0.350717705
66,66,3.680332085,1.278227881,0.716083589
67,67,4.669531529,-0.580356176,0.565816174
68,68,4.767583489,0.377064586,0.834594413
69,69,3.02615035,-0.234324782,0.957172957
70,70,6.459779222,0.479238989,2.020288758
71,71,4.324542602,-0.79061979,0.263376821
72,72,3.840472775,-0.675060658,1.219703087
73,73,3.521908301,0.23261016,0.584466173
74,74,2.174965576,-0.691250605,1.317141723
75,75,2.87614315,-0.34987568,-0.661838501
76,76,3.80796419,2.139942263,-0.588975293
77,77,-0.312206399,-2.915102838,0.797049779
78,78,2.70880944,-0.669120022,-0.317380244
79,79,3.588031041,0.770335022,-0.202755281
80,80,2.888464299,-0.682790929,0.378762072
81,81,4.782958602,-0.285221474,2.595460286
82,82,2.03286984,-1.132718662,-0.380266181
83,83,3.885897797,0.582856113,0.256931401
84,84,2.760295154,-0.570664867,0.725097733
85,85,3.563390135,-0.824523617,1.19729233
86,86,6.813676824,1.039389638,1.310926809
87,87,0.651534494,-2.223319413,-0.994352158
88,88,2.980721901,-0.258886952,0.128364639
89,89,4.721559772,0.34959828,1.126306151
90,90,-2.598524792,-2.419791116,-1.144292733
91,91,6.317011224,-0.274734585,2.40700331
92,92,2.152443662,-1.160641197,-0.540825183
93,93,1.28696613,-1.441192446,1.03217573
94,94,4.108144024,0.210825153,0.675806762
95,95,0.377906144,0.005978508,0.495651902
96,96,0.767177372,-1.275090695,0.022801572
97,97,-1.589743695,-0.838381767,-1.664693109
98,98,2.841581921,-0.819961481,-0.005375651
99,99,-0.122136108,-1.110732672,-0.861969788
100,100,1.371493331,0.267783641,-0.999237916
101,101,6.657587709,-0.224952392,1.939901108
102,102,6.174052494,0.882059997,0.822378781
103,103,1.600882441,-1.081780621,0.167529861
104,104,2.310472316,0.315350015,0.007751351
105,105,-1.836345196,-1.625922676,0.828560223
106,106,-0.305184603,-0.936027022,-0.879568806
107,107,0.250638664,-2.09367779,0.241653087
108,108,-0.072765931,-1.039081689,0.054868833
109,109,4.960475336,1.035769977,0.953607439
110,110,5.18623653,1.289625259,-0.337976134
111,111,0.58885359,-1.000813399,0.132852305
112,112,5.089371075,0.826400095,1.078448664
113,113,3.970005311,-0.913987017,2.632377269
114,114,1.393974557,-0.967362181,0.929651139
115,115,1.693752322,-0.857929279,-0.664956458
116,116,6.911369964,1.641471758,-0.046288921
117,117,1.295419067,-0.329042919,-0.690490006
118,118,1.653691414,0.495685089,-1.455093011
119,119,0.417942139,-1.13888654,0.017445086
120,120,3.18839156,0.489234277,0.973989931
121,121,3.505240555,-1.008685894,2.374875565
122,122,4.03324638,-0.044419783,1.074391337
123,123,7.476328547,1.484516681,0.566622544
124,124,2.587231189,-0.390539734,1.440796398
125,125,5.297275223,0.402023744,2.550719916
126,126,2.46010792,0.334073525,-1.196103181
127,127,0.443909975,-0.574326022,-0.220822653
128,128,3.86862395,0.49592931,0.194606999
129,129,6.211026072,1.583818769,1.092614768
130,130,-3.43915391,-1.393945413,-2.813413918
131,131,2.881751111,0.422805897,1.535959043
132,132,3.683016786,0.659734902,0.86734826
133,133,4.804805631,0.557612515,1.346823056
134,134,3.664159882,-0.020108254,0.741527849
135,135,2.714179849,0.411339594,-0.806727611
136,136,2.758339847,0.353240625,-0.787898306
137,137,3.126019684,-0.148579782,1.963636086
138,138,2.683560244,-1.025425773,1.506075238
139,139,4.890501848,0.668333881,1.060538482
140,140,2.160201558,-0.315924576,-1.40778793
141,141,6.974331359,1.782407503,-0.537872339
142,142,7.064105326,2.098160897,-0.448051631
143,143,2.569478933,0.280297826,-0.591189652
144,144,2.944086529,-0.918722475,-1.039793005
145,145,5.274973009,0.570705603,-0.715228005
146,146,4.222851413,0.55584112,-1.226757273
147,147,-0.231235999,-0.155914164,-1.54212249
148,148,5.228048994,0.797321408,-0.004798331
149,149,3.46456985,-0.151644073,1.038530382
150,150,1.400214206,-0.374036636,-0.282896288
151,151,6.188549186,2.026609199,1.246877555
152,152,1.419857427,-0.790753079,0.985300713
153,153,6.944980518,1.217786623,-0.386286516
154,154,1.239041652,-0.000786635,-0.951770623
155,155,1.005947909,-0.228808461,0.056143607
156,156,2.516196872,0.10623447,0.164683302
157,157,3.062262765,0.431808162,-1.279335234
158,158,1.217005294,-1.012794714,0.383156824
159,159,5.75461782,1.281440732,-2.181239309
160,160,-1.365944774,-1.538925905,-1.00426319
161,161,8.513890272,2.583383359,-0.194139296
162,162,1.822944447,0.018840537,1.0732323
163,163,4.182770772,0.409298858,-0.990792194
164,164,-2.362102462,-1.44844114,-1.542735277
165,165,2.507325261,-0.532149593,1.162442492
166,166,4.976096875,1.263086657,0.266875793
167,167,3.799110744,0.361612699,1.111509774
168,168,3.117763276,-0.305745103,-0.655365091
169,169,1.747665508,-0.66866051,-0.368456899
170,170,1.697037307,-0.406296287,0.736709671
171,171,2.381893,-0.057461436,-0.786955446
172,172,4.140236707,0.917957563,0.15469375
173,173,-1.338906668,-1.647757237,0.767955557
174,174,3.905569981,0.689912694,0.999333969
175,175,1.638758422,-0.937990563,0.83102887
176,176,1.79989368,-0.15927913,0.495860798
177,177,0.20755188,-1.085280809,0.220101024
178,178,3.238954243,0.725308885,-1.593069527
179,179,6.304213476,0.593495555,0.294972462
180,180,3.580959429,0.635320341,-1.093420523
181,181,3.781034446,-0.160658803,-0.227831389
182,182,1.944744784,0.107045172,-0.043747898
183,183,2.377154569,0.28392952,-0.60387821
184,184,3.302001288,0.662801637,-0.475913449
185,185,3.324903451,-0.072353612,-0.03766659
186,186,3.335409757,0.348095479,0.201994001
187,187,1.048473431,-0.405567697,-1.302363556
188,188,7.469862826,1.129550385,-0.32078862
189,189,6.254827146,0.896474759,1.325102088
190,190,4.305381813,0.434027018,-0.613902825
191,191,6.719801775,1.357247729,-0.463561644
192,192,5.467169858,1.507476619,-0.565325025
193,193,2.698570449,0.260172879,-0.361105282
194,194,3.348376847,0.274754139,-1.11643153
195,195,2.850958875,0.035448403,0.233150628
196,196,5.092299342,0.507563135,0.479873639
197,197,4.664118797,0.723673577,-1.160076208
198,198,1.723267115,-0.594328804,1.312086332
199,199,6.671446311,1.184277317,-1.109499647
200,200,5.732595084,1.667459165,-1.186783889
201,201,4.364282856,0.092805045,-0.347076198
202,202,1.494997194,-0.155228473,-0.124847275
203,203,1.510095543,-0.563008179,0.71220527
204,204,-0.156497539,-1.128926463,1.316068947
205,205,-1.097741221,-1.98220304,-1.456448949
206,206,3.843981479,-0.029811844,1.352518425
207,207,6.26834033,1.224664881,2.984532478
208,208,-0.015045019,-1.325013723,-0.452092872
209,209,4.945922767,0.851341629,0.98258495
210,210,2.028231153,-0.229354786,-0.208591499
211,211,2.509288634,0.033628713,1.422687451
212,212,3.475398141,0.09856381,-1.626346603
213,213,3.763482342,0.880460392,0.767373742
214,214,-0.99381523,-1.442977619,0.780070284
215,215,4.320770781,0.810215399,-0.644024277
216,216,3.69126812,0.327018729,-0.51513269
217,217,4.224498309,0.779293756,-2.55724089
218,218,6.131811318,1.080111436,-0.888531193
219,219,-1.492927148,-1.245845911,0.677714537
220,220,4.922504106,0.988687572,-0.360817914
221,221,-0.410697343,-1.436126776,0.965102968
222,222,3.24836885,-0.179441535,0.206787672
223,223,1.884111696,0.446386026,-0.05867072
224,224,1.563448441,-0.809965212,-0.332127992
225,225,1.4395038,-0.259150159,1.199411941
226,226,5.554128175,1.489594449,0.728427606
227,227,6.171101511,1.729549093,-0.258859972
228,228,1.933885483,-0.500637923,0.876347354
229,229,0.872157495,-0.232521729,2.197030004
230,230,2.962141022,0.04790165,0.388737443
231,231,6.569614916,0.596502544,-1.001634921
232,232,-4.140133992,-2.487042881,-0.392062572
233,233,4.598894364,-0.137500518,0.449874071
234,234,0.163382506,-0.361048144,-0.826636476
235,235,0.878773805,-1.018229885,-0.297186735
236,236,6.320077923,0.796221499,-0.51453477
237,237,4.217006895,0.493819005,-0.922997953
238,238,6.93984315,1.368189652,-2.105267437
239,239,5.897681356,1.542731882,0.463718524
240,240,-0.785148499,-1.37103376,0.281962289
241,241,2.199843776,-0.38074505,-1.621051848
242,242,5.381254359,0.458766804,0.898166667
243,243,2.957995363,-0.610784642,0.507944907
244,244,2.057722989,0.225463604,1.488644355
245,245,2.717996726,-0.022178311,-0.258473161
246,246,1.834698393,-0.141755844,-0.532563581
247,247,2.142771539,-0.136463238,0.507843477
248,248,4.675991909,0.611407533,1.582117928
249,249,-2.43509178,-0.782310752,1.268212637
250,250,-2.694887538,-1.82014799,1.220598125
251,251,7.909250638,2.012611965,-1.000599265
252,252,5.853123463,0.57665943,-0.388359357
253,253,7.041574399,1.056169288,0.169007499
254,254,6.231235436,1.341603646,1.307029885
255,255,7.471323468,1.102249609,-1.088274345
256,256,2.867500089,-0.459636117,-0.976442994
257,257,4.008364822,0.404229253,0.50086821
258,258,8.261141429,2.528131682,0.747692717
259,259,9.104577989,1.541082675,-2.253640064
260,260,4.576316985,0.703262055,-0.28483096
261,261,2.907522687,0.488238998,-0.636321924
262,262,-0.22052556,-0.909375714,0.765435866
263,263,-1.422004647,-1.611786566,1.188505973
264,264,3.446509039,0.441241801,-1.26458542
265,265,0.846943465,-0.521810008,0.573648892
266,266,1.475414807,0.233766806,1.441203016
267,267,3.887133134,0.177108764,-0.342680883
268,268,5.724788957,0.758338149,-0.538047738
269,269,4.942222207,0.731702149,0.532374847
270,270,2.649747922,-0.30102673,-0.100533935
271,271,2.408355749,-0.549619353,-0.1106474
272,272,4.454069066,0.58543817,-1.447384953
273,273,1.755030672,-1.270406707,-0.909826676
274,274,4.912756566,0.913160492,0.018188629
275,275,1.592532612,-0.453075342,1.205659714
276,276,3.510202375,0.230733086,-0.645402066
277,277,0.859432458,-1.691081635,-1.362188993
278,278,2.698785777,0.222341026,0.934704701
279,279,5.531753526,0.362202124,1.133526211
280,280,4.235697568,0.495366219,0.306306579
281,281,1.030846655,-1.631990012,-0.232372976
282,282,2.982711537,-0.250667694,-0.396048648
283,283,6.064244326,1.199441585,1.0233979
284,284,-0.012667126,-0.2535154,0.14017586
285,285,5.195041894,0.990476367,-0.408033679
286,286,2.934275825,-0.235672382,-1.118771193
287,287,-0.576841669,-1.486780368,-0.098072119
288,288,2.20253555,0.03300354,0.772595933
289,289,3.342063255,0.09264116,-0.797290926
290,290,4.340878431,0.2823528,0.059840093
291,291,3.51151562,-0.064425527,-0.189235143
292,292,1.977736064,0.365262105,0.022828014
293,293,1.930329074,-1.075670684,-1.221982456
294,294,7.286981104,1.547241993,-1.238615035
295,295,-0.461395522,-0.644465905,0.668771434
296,296,6.660073308,2.147671818,-0.587813209
297,297,6.361252476,1.059889379,-0.117214683
298,298,3.345440912,0.201826355,-0.65964189
299,299,1.917952129,0.286550452,0.199254973
300,300,4.726671494,0.046796093,-1.541992215
301,301,5.721604762,0.705459431,-0.006066747
302,302,6.74524478,1.63056044,1.369511505
303,303,2.19875484,0.341855444,1.233801258
304,304,1.344535046,-0.879759942,-0.443710386
305,305,5.11843139,0.871178143,-0.406894803
306,306,5.197397073,1.07831734,-0.19026399
307,307,1.866866674,-0.327925288,0.179251552
308,308,2.896373499,0.286020453,0.407462686
309,309,1.054029632,-0.948322684,0.599735737
310,310,-1.282833069,-1.903820961,0.602270007
311,311,2.030966739,0.452919098,1.142652481
312,312,-1.900192684,-1.967191946,-0.03851371
313,313,2.101878527,-0.567204392,-1.554913244
314,314,5.511125796,0.626769927,-1.820778406
315,315,2.977373224,0.156131721,-0.851662782
316,316,0.517170999,-0.785914961,-0.64556037
317,317,2.720315734,0.035600579,0.507986679
318,318,0.459326233,-0.494256964,1.094189587
319,319,0.700399012,-2.040916391,-0.866429916
320,320,4.601602921,1.398226084,-0.285167909
321,321,0.530975016,-0.949512578,0.349196795
322,322,2.62144307,-0.441471176,1.077427727
323,323,3.524341458,0.267336361,-1.985917712
324,324,6.043078845,0.334601991,-1.089446386
325,325,6.787509937,-0.051283901,-2.466882852
326,326,2.681625348,-0.138924068,0.786226564
327,327,3.943526835,0.854166957,0.246879066
328,328,1.36923556,-0.872994086,-0.038590326
329,329,4.297214006,-0.261660225,-2.393243536
330,330,6.53024841,2.00322682,0.272832566
331,331,-2.893089032,-1.185891469,2.512415587
332,332,3.792556586,0.905225237,0.284745722
333,333,3.230187605,-0.359835191,0.575576873
334,334,5.555023794,1.112180812,-0.838399649
335,335,2.117218712,0.23627982,-0.119076753
336,336,2.685044377,0.001598827,-0.069754663
337,337,4.280522701,0.490894255,0.326025407
338,338,4.403715358,0.789945325,-0.560107366
339,339,1.262518758,-0.225431489,0.636195122
340,340,6.078037975,1.446762261,0.895705076
341,341,0.333296037,-1.100497244,0.208986424
342,342,4.587243807,0.191613188,-1.167378906
343,343,1.858237698,-0.263284736,1.149103955
344,344,0.990254186,-0.077959286,0.652460166
345,345,-0.305140467,-0.769652521,0.599848447
346,346,-1.060706446,-1.215429549,1.050152146
347,347,1.907277722,0.292187683,-0.411785124
348,348,2.2145556,-0.637457611,0.325130291
349,349,4.571738016,1.07120022,0.011647029
350,350,-2.972216265,-2.09610682,0.285848996
351,351,5.380876724,0.439683463,-0.796047288
352,352,1.176049732,-1.389449141,-0.209202518
353,353,3.366029239,0.02428269,0.349452828
354,354,-1.506382838,-1.612467887,2.010774296
355,355,4.196774453,0.476387107,0.258592279
356,356,6.969396595,1.711385124,-0.349428786
357,357,2.6632745,-0.639322504,-1.137571418
358,358,-0.394226766,-1.352628883,0.953992191
359,359,0.630176328,-0.943789632,0.528044228
360,360,2.80574301,0.360417949,0.775736368
361,361,2.141473651,0.006789466,0.116097757
362,362,1.589165258,-0.554516699,-0.290157068
363,363,4.600616309,0.835225105,-0.200075773
364,364,6.246776709,0.809078914,0.026888683
365,365,-1.855621582,-1.204363975,1.646523295
366,366,4.37134087,0.565200349,-0.528484818
367,367,2.171220487,0.291416216,1.211852201
368,368,0.00725683,-1.576903787,0.150258698
369,369,2.216979808,-0.19465081,1.284861751
370,370,-0.164933109,-0.124847485,2.491953255
371,371,5.211691631,0.884166759,-0.828765045
372,372,5.699519997,0.86712405,-0.341853146
373,373,2.894153573,1.118646812,1.357489995
374,374,0.158195475,-0.240113153,2.181784155
375,375,4.149370546,0.833579782,-0.329296602
376,376,3.88558445,-0.174755934,-0.32443241
377,377,4.16984371,0.432662303,-0.770496309
378,378,5.448763336,0.484703789,-1.063556349
379,379,3.607660105,0.272181447,0.524716254
380,380,2.537764676,-0.06117218,0.153059163
381,381,2.667848952,-0.062298588,-0.553441124
382,382,4.131343719,-0.059705925,-0.349890932
383,383,-0.66738788,-0.365450532,1.835214076
384,384,0.358349021,-0.84221342,1.907350078
385,385,0.72050645,-0.132742677,0.904234184
386,386,2.658662597,-0.517028145,-0.917638774
387,387,5.638433504,0.377216788,-1.09175301
388,388,3.93514639,0.389616525,-0.045175975
389,389,5.186157078,0.816835842,-0.313675387
390,390,2.376141724,-0.30974973,0.204890513
391,391,5.573067858,1.587898291,-0.305242324
392,392,6.453341932,0.992683361,-1.16740671
393,393,2.175953445,-0.152722308,-0.286601553
394,394,6.630941543,1.042543765,-0.551506648
395,395,-1.345049005,-1.70699987,-0.160385504
396,396,2.793418362,-0.496256504,0.473331329
397,397,1.965605108,-0.148928467,0.602749664
398,398,8.05523514,1.716966557,0.125780612
399,399,1.68353802,-1.126251354,-1.490542723
400,400,4.101012619,0.14420805,0.011971784
401,401,5.655570542,1.023557034,0.246039206
402,402,4.756743196,2.192223753,0.589202726
403,403,0.85721732,-0.354868199,0.878163733
404,404,0.050153585,-1.752027857,0.833865592
405,405,0.124484223,-0.75253188,1.922565587
406,406,5.844113837,0.121290453,-0.585217855
407,407,2.123683956,-0.764707783,-0.415281438
408,408,3.467271807,0.539111141,0.410369905
409,409,2.721344262,0.428070752,-0.552481327
410,410,1.542398086,-1.398161392,-0.052759576
411,411,2.751471712,-0.238339352,-1.429821776
412,412,-0.984643411,-1.459779518,-0.567519647
413,413,6.965126634,1.187597028,-0.083905267
414,414,0.500844448,-0.964483356,1.420355266
415,415,5.367406167,-0.072881417,-2.013325172
416,416,3.142171302,-0.159062759,0.673776717
417,417,4.446243273,0.25006607,-0.69875993
418,418,-1.019101214,-1.600522084,-0.284804517
419,419,-2.744205638,-1.095585016,2.834079259
420,420,3.808066691,-0.240513777,-1.231636237
421,421,1.234391155,-0.787106196,0.502310759
422,422,0.06678363,-0.453417872,1.452477874
423,423,1.0007519,0.051690259,1.412944845
424,424,4.139321743,-0.112645529,-0.391756563
425,425,1.119112428,0.402048823,1.313173453
426,426,-0.882610119,-1.959462348,0.766704765
427,427,2.519048593,-1.634420153,-1.915372561
428,428,6.96223359,1.983415137,-0.25023101
429,429,-0.996310159,-1.693915442,0.359265602
430,430,5.657457842,1.214930738,0.134931878
431,431,4.66794794,-0.316215911,-1.984121666
432,432,5.445786715,1.72607792,0.371234669
433,433,4.92192242,0.1172037,-0.678121963
434,434,-1.115001345,-0.891995816,0.553304493
435,435,3.826490404,0.722887937,-0.248630933
436,436,3.532264311,-0.212950136,1.295593984
437,437,3.272562395,0.069943912,-0.892206483
438,438,3.093100701,0.226691458,0.554299351
439,439,3.540294215,-0.229289264,-1.011213865
440,440,2.623542607,-0.05902287,0.303469153
441,441,1.790482942,-0.060934837,-0.164212951
442,442,1.7883208,-0.214148433,0.755288887
443,443,0.331399561,-1.846381176,-1.430478796
444,444,-3.81260381,-1.771020366,3.211967632
445,445,1.774065965,-1.150616035,-1.553199069
446,446,1.699282635,0.01589616,0.276212376
447,447,1.504912622,-0.642059376,0.208841037
448,448,3.82887266,1.031202897,0.871208805
449,449,-0.062834378,-0.572599607,1.393601885
450,450,1.314550996,-0.216902941,0.662937045
451,451,4.590867299,0.520574914,-1.379452879
452,452,2.488603998,-0.482712273,0.754714326
453,453,4.441883003,1.374780369,-0.122885
454,454,6.034400869,1.583043827,-0.527510704
455,455,1.941155887,-0.727544145,-0.975342624
456,456,2.26616363,0.022671886,0.533001251
457,457,4.493545368,0.896946624,-0.010475771
458,458,-2.075632929,-1.813944701,0.332630507
459,459,1.66116334,-1.103009341,0.627541649
460,460,4.292601944,1.553028134,0.971150337
461,461,1.696218828,-0.291753927,0.639482104
462,462,3.374239973,0.153136771,-1.334384125
463,463,4.922769117,0.802861671,-0.191134611
464,464,0.846036366,-0.711748259,0.578609614
465,465,0.387125832,-1.136989041,-0.91724362
466,466,1.024783724,-0.364345173,1.945161929
467,467,2.646912616,-0.383802435,-0.962557762
468,468,5.202082635,-0.08046373,-1.0803556
469,469,4.129039637,0.365387402,-1.397383332
470,470,6.581150344,0.573218232,-1.379036853
471,471,6.428961171,1.113407243,-0.306369336
472,472,3.973525953,0.108939053,0.000421104
473,473,-1.44785538,-1.703102868,0.459938154
474,474,4.155810673,1.271937505,0.627307143
475,475,4.127908451,0.117607255,-0.509242643
476,476,4.24649356,0.261762226,-1.101516075
477,477,2.329898775,-0.60272925,0.209939286
478,478,5.663885284,0.930213348,-0.461656975
479,479,2.048276446,-0.931143325,0.454298361
480,480,3.37126625,0.871009342,0.194834515
481,481,2.174318008,0.120944027,0.048316855
482,482,-2.787459183,-1.448145537,1.807669354
483,483,1.196672929,-0.765173863,-0.007265541
484,484,2.972156576,-0.247195154,-0.32599605
485,485,4.722962166,0.802388377,0.700013289
486,486,1.168348394,-0.415894587,1.323928981
487,487,2.739274866,-0.35026747,-0.538090629
488,488,5.414792069,1.126022416,0.911734068
489,489,1.32584486,-0.009206213,1.41825449
490,490,-1.302236498,-0.939133709,-0.262651744
491,491,2.096825812,-0.866107508,-1.423907168
492,492,0.344379934,-0.249575407,1.127756162
493,493,4.071942585,0.045481198,-0.184453698
494,494,7.900366042,1.813794181,0.174315501
495,495,0.056511239,-0.980403706,0.37090338
496,496,1.197334419,-0.220270393,-0.540733426
497,497,-0.417891223,-1.141323365,-0.92781058
498,498,5.416114955,0.473190118,-0.528712348
499,499,5.946008408,1.587471592,1.003339899
500,500,5.519526762,0.059916659,-0.745079699
